ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Temporal_Cluster,Database
R-HSA-72766,Translation,80/373,344/10039,0.23255813953488372,6.259118398902674,19.497228387749928,1.1845354390925265e-42,1.3397095816136474e-39,8.790499837476117e-40,PSMB2/MRPS15/RPL5/PSMA5/PSMB4/MRPL9/SSR2/MRPS14/RPS7/RPS27A/RPL31/EEF1B2/RPL32/RPL24/MRPL3/SSR3/RPL22L1/MRPL47/PSMD2/EIF4G1/EIF4A2/RPL39L/RPL35A/SRP72/MRPL36/RPS23/SRP19/SSR1/RPS18/RPS10/RPL10A/MRPL14/EEF1A1/PSMB1/MRPS33/RPL10/RPL7/EIF3H/RPL8/RPS6/SEC61B/RPL7A/RPLP2/RPS25/PPA1/MRPS16/CHCHD1/RPS24/RPS26/RPL41/TSFM/RPL6/RPL21/PSMB5/PSMA3/UBB/RPL23A/RPL27/MRPL58/SEC11C/RPN2/FARSA/GADD45GIP1/MRPL34/RPL18A/UBA52/MRPS12/RPS16/PSMC4/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L/RBX1/MRPL39/MRPS6,80,2,Reactome
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,44/373,111/10039,0.3963963963963964,10.668695505156633,20.121164173855107,1.9055720813400883e-34,1.07760101199782e-31,7.070675354446117e-32,RPL5/SSR2/RPS7/RPS27A/RPL31/RPL32/RPL24/SSR3/RPL22L1/RPL39L/RPL35A/SRP72/RPS23/SRP19/SSR1/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/SEC61B/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/SEC11C/RPN2/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,44,2,Reactome
R-HSA-9010553,Regulation of expression of SLITs and ROBOs,49/373,157/10039,0.31210191082802546,8.399976093304417,18.357449166773826,1.5494779004349675e-32,5.841531684639828e-30,3.832919016865446e-30,PSMB2/MAGOH/RPL5/PSMA5/PSMB4/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/PSMD2/EIF4G1/RPL39L/NCBP2/RPL35A/RPS23/RPS18/RPS10/RPL10A/PSMB1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/PSMB5/PSMA3/UBB/RPL23A/RPL27/RPL18A/UBA52/RPS16/PSMC4/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/RBX1,49,2,Reactome
R-HSA-9948299,Ribosome-associated quality control,46/373,143/10039,0.32167832167832167,8.65771761750314,18.117244237259058,3.117780731584666e-31,8.815525018555644e-29,5.78430372570313e-29,PSMB2/RPL5/PSMA5/PSMB4/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/PSMD2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/PSMB1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/PSMB5/PSMA3/UBB/RPL23A/RPL27/RPL18A/UBA52/RPS16/PSMC4/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/RBX1,46,2,Reactome
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,41/373,110/10039,0.37272727272727274,10.031659761150378,18.709654683578847,7.378979192663093e-31,1.6691250933803916e-28,1.0951958591215748e-28,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/EIF4A2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L,41,2,Reactome
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,41/373,111/10039,0.36936936936936937,9.941284447986861,18.607375959572796,1.1319616915533222e-30,1.928704978573019e-28,1.2655191120051916e-28,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/EIF4A2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L,41,2,Reactome
R-HSA-156842,Eukaryotic Translation Elongation,38/373,92/10039,0.41304347826086957,11.116738547616274,19.1488632334708,1.1937166091963866e-30,1.928704978573019e-28,1.2655191120051916e-28,RPL5/RPS7/RPS27A/RPL31/EEF1B2/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/EEF1A1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,38,2,Reactome
R-HSA-72689,Formation of a pool of free 40S subunits,39/373,100/10039,0.39,10.496541554959785,18.74773231150713,2.7831849479795453e-30,3.7315971834883694e-28,2.4484862156073345e-28,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L,39,2,Reactome
R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),38/373,94/10039,0.40425531914893614,10.880212195539329,18.90524984418254,3.169719274710473e-30,3.7315971834883694e-28,2.4484862156073345e-28,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/RPL39L/NCBP2/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,38,2,Reactome
R-HSA-156902,Peptide chain elongation,37/373,88/10039,0.42045454545454547,11.316201559834267,19.09336206055567,3.2993785884070465e-30,3.7315971834883694e-28,2.4484862156073345e-28,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/EEF1A1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,37,2,Reactome
R-HSA-376176,Signaling by ROBO receptors,52/373,201/10039,0.25870646766169153,6.962879970122577,16.7747209007153,5.0551885565272364e-30,5.197652961302095e-28,3.4104382127767474e-28,PSMB2/MAGOH/RPL5/PSMA5/PSMB4/RPS7/RPS27A/RPL31/CXCR4/RPL32/RPL24/RPL22L1/PSMD2/EIF4G1/RPL39L/NCBP2/RPL35A/RPS23/RPS18/RPS10/RPL10A/PSMB1/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/PSMB5/PSMA3/PFN1/UBB/RPL23A/RPL27/RPL18A/UBA52/PAK4/RPS16/PSMC4/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/RBX1,52,2,Reactome
R-HSA-72613,Eukaryotic Translation Initiation,41/373,118/10039,0.3474576271186441,9.351547234970692,17.92605963090427,1.9678315874456759e-29,1.712013481077738e-27,1.1233370600398391e-27,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/EIF4A2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L,41,2,Reactome
R-HSA-72737,Cap-dependent Translation Initiation,41/373,118/10039,0.3474576271186441,9.351547234970692,17.92605963090427,1.9678315874456759e-29,1.712013481077738e-27,1.1233370600398391e-27,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/EIF4A2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EIF3H/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/EIF3D/EIF3L,41,2,Reactome
R-HSA-927802,Nonsense-Mediated Decay (NMD),40/373,114/10039,0.3508771929824561,9.443582145712806,17.81018854224263,6.34101632721269e-29,4.746406558548871e-27,3.114353039952491e-27,MAGOH/RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/RPL39L/NCBP2/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/PPP2R1A/RPS9/RPL28/RPS5,40,2,Reactome
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),40/373,114/10039,0.3508771929824561,9.443582145712806,17.81018854224263,6.34101632721269e-29,4.746406558548871e-27,3.114353039952491e-27,MAGOH/RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/EIF4G1/RPL39L/NCBP2/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/PPP2R1A/RPS9/RPL28/RPS5,40,2,Reactome
R-HSA-192823,Viral mRNA Translation,36/373,88/10039,0.4090909090909091,11.010358274433344,18.527303269625694,6.71463350457842e-29,4.746406558548871e-27,3.114353039952491e-27,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,36,2,Reactome
R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,37/373,95/10039,0.3894736842105263,10.482376181741216,18.241184730614258,9.598336797098707e-29,6.385717010305081e-27,4.189986032170024e-27,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/UBB/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,37,2,Reactome
R-HSA-9954714,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,36/373,89/10039,0.4044943820224719,10.88664638370937,18.402934489236948,1.0904538950266706e-28,6.851685307084248e-27,4.495730970723993e-27,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,36,2,Reactome
R-HSA-2408557,Selenocysteine synthesis,36/373,91/10039,0.3956043956043956,10.647379430221253,18.160039283513257,2.812375922146413e-28,1.5903985839737963e-26,1.043539486901695e-26,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,36,2,Reactome
R-HSA-72764,Eukaryotic Translation Termination,36/373,91/10039,0.3956043956043956,10.647379430221253,18.160039283513257,2.812375922146413e-28,1.5903985839737963e-26,1.043539486901695e-26,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,36,2,Reactome
R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,36/373,100/10039,0.36,9.68911528150134,17.153740272566296,1.4372631917877676e-26,7.740688904342691e-25,5.0790503769943655e-25,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,36,2,Reactome
R-HSA-168273,Influenza Viral RNA Transcription and Replication,40/373,133/10039,0.3007518796992481,8.09449898203955,16.179049567998195,5.637605873126978e-26,2.8982419284120964e-24,1.9016804500260857e-24,RPL5/PARP1/RPS7/RPS27A/RPL31/SEC13/RPL32/RPL24/RPL22L1/POLR2H/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/POLR2F,40,2,Reactome
R-HSA-2408522,Selenoamino acid metabolism,36/373,107/10039,0.3364485981308411,9.055247926636765,16.455347625850397,2.2291981837889514e-25,1.0961839764631756e-23,7.19260741222522e-24,RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,36,2,Reactome
R-HSA-9711097,Cellular response to starvation,41/373,152/10039,0.26973684210526316,7.259753774516722,15.275709606493294,1.4673722787613886e-24,6.914991863663044e-23,4.5372695461700826e-23,RPL5/LAMTOR5/LAMTOR2/RPS7/RPS27A/RPL31/SEC13/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RRAGA/RPS6/ATP6V1G1/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,41,2,Reactome
R-HSA-168255,Influenza Infection,41/373,154/10039,0.2662337662337662,7.165471257964556,15.145824398364754,2.556127538306292e-24,1.1563920983297666e-22,7.58766279791973e-23,RPL5/PARP1/RPS7/RPS27A/RPL31/SEC13/RPL32/RPL24/RPL22L1/POLR2H/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/RPL8/RPS6/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/CALR/RPL18A/UBA52/RPS16/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/POLR2F,41,2,Reactome
R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,34/373,103/10039,0.3300970873786408,8.884302038054088,15.799039697824766,1.04289006168182e-23,4.536571768315917e-22,2.976670014112077e-22,PSMB2/RPL5/PSMA5/PSMB4/RPS27A/RPL31/RPL32/RPL24/RPL22L1/PSMD2/RPL39L/RPL35A/RPL10A/PSMB1/RPL10/RPL7/RPL8/RPL7A/RPLP2/RPL41/RPL6/RPL21/PSMB5/PSMA3/UBB/RPL23A/RPL27/RPL18A/UBA52/PSMC4/RPL18/RPL13A/RPL28/RBX1,34,2,Reactome
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,40/373,181/10039,0.22099447513812154,5.947891517189282,13.195312071825882,1.696357565840474e-20,7.040084453394049e-19,4.619349006135981e-19,UTP11/RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EXOSC4/RPL8/RPS6/EXOSC3/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/RPL23A/RPL27/RPL18A/UBA52/RPS16/FBL/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,40,2,Reactome
R-HSA-8868773,rRNA processing in the nucleus and cytosol,41/373,191/10039,0.21465968586387435,5.777395673960951,13.094487089371304,1.7429033129534338e-20,7.040084453394049e-19,4.619349006135981e-19,UTP11/RPL5/RPS7/RPS27A/RPL31/RPL32/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EXOSC4/RPL8/RPS6/EXOSC3/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/NOP10/RPL23A/RPL27/RPL18A/UBA52/RPS16/FBL/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,41,2,Reactome
R-HSA-72312,rRNA processing,42/373,207/10039,0.2028985507246377,5.46085402339045,12.739044820659283,5.587418705097754e-20,2.179093294988124e-18,1.4298113201792798e-18,UTP11/RPL5/RPS7/RPS27A/RPL31/RPL32/TRMT10C/RPL24/RPL22L1/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/RPL10/RPL7/EXOSC4/RPL8/RPS6/EXOSC3/RPL7A/RPLP2/RPS25/RPS24/RPS26/RPL41/RPL6/RPL21/NOP10/RPL23A/RPL27/RPL18A/UBA52/RPS16/FBL/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5,42,2,Reactome
R-HSA-71291,Metabolism of amino acids and derivatives,53/373,339/10039,0.15634218289085547,4.20782620386407,11.802647289236686,1.483675772192947e-19,5.593457661167411e-18,3.670145331214132e-18,PSMB2/RPL5/PSMA5/PHGDH/PSMB4/ADI1/RPS7/ODC1/RPS27A/RPL31/RPL32/RPL24/RPL22L1/PSMD2/RPL39L/RPL35A/RPS23/RPS18/RPS10/RPL10A/PSMB1/RPL10/RPL7/RPL8/RPS6/GRHPR/RPL7A/RPLP2/SLC3A2/RPS25/PCBD1/RPS24/OAT/RPS26/RPL41/RPL6/RPL21/PSMB5/PSMA3/NQO1/RPL23A/RPL27/RPL18A/UBA52/RPS16/PSMC4/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/ASPG,53,2,Reactome
R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,15/373,35/10039,0.42857142857142855,11.534661049406358,12.263723877662027,4.4349242722035607e-13,1.6180320489878153e-11,1.0616711755190188e-11,RPS7/RPS27A/RPS23/RPS18/RPS10/EEF1A1/RPS6/RPS25/RPS24/HNRNPA1/RPS26/RPS16/RPS11/RPS9/RPS5,15,2,Reactome
R-HSA-72649,Translation initiation complex formation,18/373,57/10039,0.3157894736842105,8.499223931141525,11.153202394852345,9.99185705120141e-13,3.424481916639029e-11,2.246972638308451e-11,RPS7/RPS27A/EIF4G1/EIF4A2/RPS23/RPS18/RPS10/EIF3H/RPS6/RPS25/RPS24/RPS26/RPS16/RPS11/RPS9/RPS5/EIF3D/EIF3L,18,2,Reactome
R-HSA-72702,Ribosomal scanning and start codon recognition,18/373,57/10039,0.3157894736842105,8.499223931141525,11.153202394852345,9.99185705120141e-13,3.424481916639029e-11,2.246972638308451e-11,RPS7/RPS27A/EIF4G1/EIF4A2/RPS23/RPS18/RPS10/EIF3H/RPS6/RPS25/RPS24/RPS26/RPS16/RPS11/RPS9/RPS5/EIF3D/EIF3L,18,2,Reactome
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",18/373,58/10039,0.3103448275862069,8.352685587501156,11.031322476270649,1.4002116380924997e-12,4.6577628314194626e-11,3.0561894887158274e-11,RPS7/RPS27A/EIF4G1/EIF4A2/RPS23/RPS18/RPS10/EIF3H/RPS6/RPS25/RPS24/RPS26/RPS16/RPS11/RPS9/RPS5/EIF3D/EIF3L,18,2,Reactome
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",16/373,50/10039,0.32,8.61254691689008,10.600066602257526,1.4888889191003992e-11,4.811238192864433e-10,3.1568922946339295e-10,RPS7/RPS27A/RPS23/RPS18/RPS10/EIF3H/RPS6/RPS25/RPS24/RPS26/RPS16/RPS11/RPS9/RPS5/EIF3D/EIF3L,16,2,Reactome
R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274),15/373,46/10039,0.32608695652173914,8.776372537591794,10.383951384616479,4.806598334354615e-11,1.5100729767097414e-9,9.908338671695915e-10,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/CSNK2B/PSMB1/CCND1/CDK4/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1,15,2,Reactome
R-HSA-9909615,Regulation of PD-L1(CD274) Post-translational modification,19/373,86/10039,0.22093023255813954,5.9461624789575405,9.048888114321818,2.3940286987906623e-10,7.317963400897944e-9,4.801679182496207e-9,PSMB2/PSMA5/PSMB4/OST4/ERLEC1/RPS27A/PSMD2/CSNK2B/PSMB1/TMEM258/CCND1/CDK4/PSMB5/PSMA3/UBB/RPN2/UBA52/PSMC4/RBX1,19,2,Reactome
R-HSA-9918487,Dengue Virus Genome Translation and Replication,18/373,81/10039,0.2222222222222222,5.980935358951444,8.84141895415807,6.484117865827781e-10,1.929878238487163e-8,1.2662889460965608e-8,YBX1/OST4/RPS27A/SUMO1/EIF4G1/DNAJB11/EIF4A2/TMEM258/VIM/P4HA1/NACA/MAP1LC3B/UBB/SEC11C/RPN2/DPM1/CALR/UBA52,18,2,Reactome
R-HSA-9692914,SARS-CoV-1-host interactions,19/373,91/10039,0.2087912087912088,5.619450254838995,8.695563256620824,6.708766185684976e-10,1.945542193848643e-8,1.2765668450493677e-8,RPS7/YWHAQ/RPS27A/RPS23/RPS18/RPS10/EEF1A1/RPS6/RPS25/RPS24/PCBP2/HNRNPA1/RPS26/UBB/UBA52/RPS16/RPS11/RPS9/RPS5,19,2,Reactome
R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,13/373,39/10039,0.3333333333333333,8.971403038427166,9.797644729484672,7.062961055655518e-10,1.9970522384865977e-8,1.3103651432202999e-8,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/CCND1/CDK4/PSMB5/PSMA3/UBB/UBA52/PSMC4,13,2,Reactome
R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,14/373,50/10039,0.28,7.535978552278821,9.101002426844234,2.08081018671144e-9,5.7399910272454595e-8,3.7662931492466364e-8,PSMB2/PSMA5/PSMB4/CKS1B/RPS27A/PSMD2/PSMB1/CCND1/CDK4/PSMB5/PSMA3/UBB/UBA52/PSMC4,14,2,Reactome
R-HSA-9909648,Regulation of PD-L1(CD274) expression,22/373,135/10039,0.16296296296296298,4.38601926323106,7.780465997601063,4.280764318925275e-9,1.1527486773105918e-7,7.563756503364206e-8,PSMB2/PSMA5/PSMB4/OST4/DPY30/ERLEC1/RPS27A/PSMD2/CSNK2B/PSMB1/MYC/TMEM258/CCND1/CDK4/PSMB5/PSMA3/UBB/RPN2/UBA52/PSMC4/TEAD2/RBX1,22,2,Reactome
R-HSA-69202,Cyclin E associated events during G1/S transition,16/373,73/10039,0.2191780821917808,5.899004737595945,8.252080658586133,7.286498815458527e-9,1.916518641926417e-7,1.2575230513826833e-7,PSMB2/PSMA5/PSMB4/CKS1B/RPS27A/PSMD2/CCNH/PSMB1/MYC/CCND1/CDK4/PSMB5/PSMA3/UBB/UBA52/PSMC4,16,2,Reactome
R-HSA-1428517,Aerobic respiration and respiratory electron transport,30/373,247/10039,0.1214574898785425,3.2689322812082797,7.09232983241034,9.153735314762072e-9,2.3529260547717962e-7,1.5438716260543686e-7,SDHB/UQCRH/ATP5PB/NDUFS2/SDHC/RPS27A/MDH1/COX5B/ATP5MC3/NDUFB3/NDUFB5/HIGD2A/NDUFB9/CYC1/NDUFA8/ATP5MG/ATP5F1C/COX14/ATP5F1B/IDH2/COX4I1/UBB/ATP5PD/RAB5IF/NDUFB7/UBA52/UQCRFS1/ETFB/ATP5PF/ATP5PO,30,2,Reactome
R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,16/373,75/10039,0.21333333333333335,5.741697944593388,8.096592345112036,1.104041738562052e-8,2.7748249029192906e-7,1.8207004109619804e-7,PSMB2/PSMA5/PSMB4/CKS1B/RPS27A/PSMD2/CCNH/PSMB1/MYC/CCND1/CDK4/PSMB5/PSMA3/UBB/UBA52/PSMC4,16,2,Reactome
R-HSA-5389840,Mitochondrial translation elongation,17/373,86/10039,0.19767441860465115,5.3202506390672735,7.903797100289854,1.2990196995977833e-8,3.193894087489332e-7,2.095672513081092e-7,MRPS15/MRPL9/MRPS14/MRPL3/MRPL47/MRPL36/MRPL14/MRPS33/MRPS16/CHCHD1/TSFM/MRPL58/GADD45GIP1/MRPL34/MRPS12/MRPL39/MRPS6,17,2,Reactome
R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,13/373,49/10039,0.2653061224489796,7.140504459156317,8.463967033637052,1.6283933458634374e-8,3.918538030152229e-7,2.571147388205427e-7,RPS7/RPS27A/RPS23/RPS18/RPS10/RPS6/RPS25/RPS24/RPS26/RPS16/RPS11/RPS9/RPS5,13,2,Reactome
R-HSA-180585,Vif-mediated degradation of APOBEC3G,12/373,41/10039,0.2926829268292683,7.877329497155561,8.667818533234449,1.729993616618669e-8,4.0762974591577383e-7,2.6746611835880734e-7,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1,12,2,Reactome
R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,12/373,42/10039,0.2857142857142857,7.689774032937572,8.534063376692421,2.341794881294782e-8,5.297140021488798e-7,3.4757166132901494e-7,PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1,12,2,Reactome
