"Gene","Cluster","Centroid_Pearson_Correlation","Silhouette_Width","Rank_Within_Cluster","Peak_Bin","Peak_Z_Score","Trough_Bin","Trough_Z_Score","Early_Mean","Late_Mean","Early_Late_Difference","Overall_Slope","Temporal_Pattern"
"TBCA",2,0.930939849462553,0.65778357870512,241,19,1.08581542391188,6,-2.0941546788305,-0.77306065120725,0.77442933556268,1.54748998676993,0.117599548612829,"Late_Increasing"
"SDC1",2,0.930101546902607,0.665529963754534,242,10,1.44598896431474,6,-1.73221712950814,-1.02411129005628,1.07298977282143,2.09710106287771,0.128990308495728,"Early_Low_Late_Increasing"
"DESI2",2,0.929971102708832,0.671268466820764,243,11,1.37740233775591,5,-1.65538598104244,-1.16486133294279,1.05129735439787,2.21615868734066,0.151080433663789,"Early_Low_Late_Increasing"
"PDIA6",2,0.929748436905535,0.658273963034798,244,17,1.36119112075842,6,-2.07667145609923,-0.948507314057203,1.19353544956944,2.14204276362664,0.141185778277392,"Late_Increasing"
"DPM1",2,0.929345605587004,0.681744311086538,245,19,1.20998541844339,5,-1.63142964603273,-1.28662499998122,0.997013705791491,2.28363870577271,0.145832439397818,"Late_Increasing"
"UBXN4",2,0.929227729566566,0.63511944266506,246,20,1.49243921168526,6,-1.73863307841229,-0.554372205011709,1.3356986837712,1.89007088878291,0.140767642821198,"Late_Increasing"
"GORASP2",2,0.929198032588245,0.651648081685277,247,18,1.43247051870687,7,-1.8266729553213,-0.857534730611543,1.34713764793851,2.20467237855005,0.148499242914298,"Late_Increasing"
"RAB5IF",2,0.929042351284351,0.675953167417018,248,10,1.44006338714056,3,-1.52966012613566,-1.16907324254553,0.892288948305332,2.06136219085086,0.135766215936109,"Early_Low_Late_Increasing"
"TEAD2",2,0.928853748818854,0.649098928950967,249,19,1.71602278971477,6,-1.65196116485542,-0.8513746832583,1.16158050964698,2.01295519290528,0.148600844485005,"Late_Increasing"
"LAGE3",2,0.928837521631504,0.680962279386577,250,10,1.08123397078877,3,-1.61347208246711,-1.27577170651811,0.629352113912482,1.90512382043059,0.137172169477988,"Early_Low_Late_Increasing"
"C6orf48",2,0.928580062605402,0.663292221721167,251,14,1.2357092084471,6,-1.71353363475057,-1.11310532379802,0.698723345884658,1.81182866968268,0.139977909877029,"Late_Increasing"
"PPP4C",2,0.928530869989067,0.670661861174343,252,10,1.20596813724361,7,-1.57408027590244,-1.03874099202069,0.783361871358167,1.82210286337886,0.127463899238479,"Overall_Increasing"
"PGAM1",2,0.928435392795717,0.651927246371988,253,16,1.21874049067472,7,-1.77301206777022,-0.828388404934057,0.910396290751409,1.73878469568547,0.133581530561321,"Late_Increasing"
"UTP11",2,0.928280502066996,0.680413472583622,254,19,1.36460171987077,3,-1.44373868546868,-1.28927553452826,1.0670339444792,2.35630947900746,0.143701462670943,"Late_Increasing"
"LARP6",2,0.927949654063602,0.649335958005863,255,20,1.89767611735511,6,-1.36827379700277,-0.869312322506995,1.56951498734885,2.43882730985585,0.152896433068496,"Late_Increasing"
"MDFI",2,0.927825863046221,0.658717026415065,256,11,1.1613219029855,6,-1.71399433509814,-1.00102611425937,0.612418357733022,1.61344447199239,0.126356803243817,"Early_Low_Late_Increasing"
"ERGIC3",2,0.927722958677416,0.644927208311185,257,20,1.31205120638389,7,-1.63114416318031,-0.71064836917347,1.17090591090821,1.88155428008168,0.133690819369575,"Late_Increasing"
"YIPF3",2,0.927035869352536,0.638988019731813,258,17,1.79073204827572,6,-1.99222846253368,-0.673103049276011,1.33183359818093,2.00493664745694,0.140407741658499,"Late_Increasing"
"CD9",2,0.926974502716036,0.642095253237715,259,20,0.861506932181315,6,-2.44147232410275,-0.626811274252635,0.781843635574821,1.40865490982746,0.120863737453008,"Late_Increasing"
"RTRAF",2,0.92669797171309,0.628979247764037,260,19,1.10925258810068,6,-2.17393376902533,-0.530115357213749,0.940548166933152,1.4706635241469,0.121028002138347,"Late_Increasing"
"ATP5PD",2,0.926324437697427,0.67247631938575,261,20,1.08667140748935,6,-1.82780887490256,-1.08134100282661,0.697604564871321,1.77894556769793,0.128467032292362,"Late_Increasing"
"DNASE2",2,0.926204247436258,0.660344070286595,262,20,1.60367760978489,6,-1.45197129156541,-1.05005339286767,1.51372441866233,2.56377781152999,0.155535790080192,"Late_Increasing"
"COX4I1",2,0.92610096786566,0.639355454311719,263,20,0.976615182804198,6,-2.2477884505871,-0.676509420448488,0.80167033610975,1.47817975655824,0.122631504730399,"Late_Increasing"
"LAPTM4A",2,0.925956498014591,0.659860489324462,264,17,1.14496116838074,5,-1.96739593474709,-1.00237694069933,1.08006827237854,2.08244521307787,0.136436736447433,"Late_Increasing"
"EIF3D",2,0.925594833581735,0.633025148038949,265,19,1.66318532287198,6,-1.90857291070761,-0.621933370667181,1.17520456296573,1.79713793363291,0.129056017952799,"Late_Increasing"
"RFXANK",2,0.925584761656307,0.656631602851006,266,19,1.24981316931858,6,-1.90569608821359,-0.98451918024759,1.0588719675411,2.04339114778869,0.145284798151979,"Late_Increasing"
"GNL2",2,0.924176375034418,0.663208968196716,267,19,1.73610036266588,6,-1.82757519353917,-1.15281531864275,1.12836116518893,2.28117648383169,0.142893379238117,"Late_Increasing"
"NAP1L1",2,0.923236840601972,0.648800431730163,268,13,1.12573153122574,5,-1.73947608929789,-0.835925650591452,0.608776484279502,1.44470213487095,0.122871380043371,"Early_Low_Late_Increasing"
"PSMD2",2,0.923091254951217,0.671784731818816,269,20,1.33466339390713,6,-1.65192357303621,-1.22287419006527,0.893516837445994,2.11639102751126,0.136878165377337,"Late_Increasing"
"SUMO3",2,0.922658584073137,0.665441178208192,270,10,1.25065683887469,6,-2.18051188052983,-1.11271272328299,0.858317471966968,1.97103019524995,0.130132899046946,"Early_Low_Late_Increasing"
"ACTL6A",2,0.922587916614488,0.67702770252633,271,10,1.14852070313737,6,-1.68090289109279,-1.27910279204246,0.699068915822213,1.97817170786468,0.132933735194208,"Early_Low_Late_Increasing"
"GMPS",2,0.922140404392777,0.676955745891254,272,10,1.34342321877751,3,-1.58845936072093,-1.31251203419696,0.632375627752497,1.94488766194945,0.137511693921178,"Early_Low_Late_Increasing"
"KRT8",2,0.921499416175285,0.65836658493037,273,17,1.1283079860558,5,-1.84584974713906,-1.01603989662456,0.970634732874875,1.98667462949944,0.133583554118157,"Late_Increasing"
"MRPS15",2,0.92103701914295,0.668548070435102,274,10,1.48367588956036,3,-1.49298922182977,-1.14593862153333,0.724310010972578,1.87024863250591,0.126424528234086,"Early_Low_Late_Increasing"
"PRDX4",2,0.920431697538596,0.634842052444352,275,20,1.57981139590469,6,-1.86136315361557,-0.797245866136986,1.32166853708584,2.11891440322283,0.141289956658743,"Late_Increasing"
"PHGDH",2,0.920417097916435,0.667641274036437,276,19,1.36729942399401,1,-1.72713819004012,-1.37004057843606,0.949147093762878,2.31918767219893,0.147976366673363,"Late_Increasing"
"MORF4L2",2,0.920285855941313,0.650754928509441,277,17,1.23768700322808,6,-2.27725044240948,-0.967661654600371,1.12457541920214,2.09223707380252,0.139813877683717,"Late_Increasing"
"ATP5MG",2,0.92024494423729,0.643061104403781,278,20,0.965395820664378,6,-2.85670187015368,-0.794075734618917,0.783813243157595,1.57788897777651,0.121706688168891,"Late_Increasing"
"CRABP1",2,0.919764122018329,0.652402448986725,279,20,1.66763296031822,6,-1.49696701186845,-1.19287342840901,1.42859639385452,2.62146982226353,0.15891201848722,"Late_Increasing"
"LMCD1",2,0.919319077987562,0.64215283934694,280,16,1.16243952000296,6,-1.48939398746925,-0.891140000430712,0.861088067756207,1.75222806818692,0.138570011561321,"Late_Increasing"
"SSR1",2,0.918743685364068,0.643207020621885,281,17,1.79692052858097,5,-1.64913914769266,-0.821828301079112,1.40236784389011,2.22419614496922,0.149252939623151,"Late_Increasing"
"MAP1LC3B",2,0.918646645593909,0.632646993740841,282,20,1.65408611565736,5,-1.78901597597466,-0.697530763706569,1.41955161772079,2.11708238142736,0.141250622212309,"Late_Increasing"
"ODC1",2,0.918412233699881,0.660180609462405,283,10,1.49093692236463,6,-1.47630470451854,-1.14409180684526,0.82293401843214,1.9670258252774,0.128851905269809,"Early_Low_Late_Increasing"
"C1orf122",2,0.916386686777216,0.631658910996932,284,20,1.65646354638225,6,-1.95053453057359,-0.835633346157193,1.31799281791222,2.15362616406942,0.137301252725163,"Late_Increasing"
"LMO4",2,0.916358913722681,0.651946259515675,285,18,1.19715627453754,1,-1.67398091653098,-1.13240669404364,0.976609505406685,2.10901619945032,0.152503491143607,"Late_Increasing"
"PARP1",2,0.915487228259429,0.648418271771814,286,13,1.13816812048738,6,-1.85803463818651,-1.06776782230125,0.697275709219833,1.76504353152108,0.130811835636472,"Early_Low_Late_Increasing"
"HNRNPH3",2,0.914876525440616,0.642703414810479,287,19,1.42113461508444,6,-2.15103295106499,-0.849639649252396,0.925490484650788,1.77513013390318,0.122562940254557,"Late_Increasing"
"TMEM123",2,0.914750367809665,0.649675712351816,288,17,1.30935883443541,5,-1.9655594337053,-1.01265928401804,0.767074735664953,1.77973401968299,0.135767110637655,"Late_Increasing"
"TMEM205",2,0.914352081690295,0.645153566509396,289,19,1.8588335496671,5,-1.40879316531711,-0.945372063608847,1.53328514628039,2.47865720988924,0.149601150273116,"Late_Increasing"
"FAM178B",2,0.914318792404173,0.660387341196386,290,17,1.38552552266473,1,-1.34794533729692,-1.33168272674686,1.12671105023569,2.45839377698255,0.156101121980535,"Late_Increasing"
"PRPF31",2,0.914130075303114,0.664310402964899,291,10,1.18655436247192,6,-1.80283521328638,-1.21981491455104,0.491166687429258,1.7109816019803,0.128107347810886,"Early_Low_Late_Increasing"
"PERP",2,0.913452803925796,0.658645333421297,292,20,0.903636310333488,5,-2.04007578983152,-1.12249497902568,0.812291292496658,1.93478627152234,0.135944213154254,"Late_Increasing"
"TMEM258",2,0.913232831753408,0.611495089211954,293,17,1.18635804973155,6,-2.55835887834042,-0.49883099948438,1.04499619508472,1.5438271945691,0.128890254604006,"Late_Increasing"
"FADS2",2,0.913161221424502,0.655569514660183,294,20,1.36539659786454,5,-1.42549857579877,-1.20326867526094,1.04499527532826,2.2482639505892,0.139312041558615,"Late_Increasing"
"NR1H2",2,0.913111289865327,0.651569481734857,295,17,1.0802033425304,8,-1.81672142608095,-1.1364522936693,0.877087240140885,2.01353953381018,0.138944335842347,"Late_Increasing"
"MSRB2",2,0.913024072328611,0.622117462850141,296,12,1.24378880976744,6,-1.76572236543472,-0.689054974996022,0.809977916849651,1.49903289184567,0.120921737945404,"Early_Low_Late_Increasing"
"SH3BGR",2,0.91225732660806,0.647770530961929,297,17,2.01601216304788,6,-1.31941292503741,-1.10209642987014,1.44476883391042,2.54686526378056,0.155948948920785,"Late_Increasing"
"ARF4",2,0.912142129024609,0.619978711124733,298,17,1.78192849681689,6,-1.94304370358827,-0.575937054358886,1.24985460949113,1.82579166385002,0.131753001471519,"Late_Increasing"
"YIF1A",2,0.911918308504668,0.62940453553265,299,17,2.11128935962811,6,-1.75173080366905,-0.75164977287496,1.45185694404766,2.20350671692262,0.143353999819854,"Late_Increasing"
"UBB",2,0.911402581292302,0.624475529693352,300,19,1.08687084156741,6,-2.62688525402972,-0.590328320193073,0.826242561160219,1.41657088135329,0.11226618881473,"Late_Increasing"
"GRN",2,0.911317369621845,0.626143285441157,301,17,1.29289219762213,5,-2.00812182145641,-0.711076697236436,1.12182614159815,1.83290283883459,0.134225585227522,"Late_Increasing"
"FDPS",2,0.911026648936737,0.65216691578625,302,10,1.37002153056238,6,-1.79523580070536,-1.10848707113926,0.776876403334362,1.88536347447362,0.123960678704418,"Early_Low_Late_Increasing"
"SLIRP",2,0.910251536834914,0.633602266648526,303,19,1.66011969552379,6,-1.75089593487332,-0.773776451673523,1.01807580145457,1.79185225312809,0.118036284856358,"Late_Increasing"
"PCNA",2,0.908766942576439,0.652858042778933,304,20,1.40383779112069,6,-1.821212369209,-1.11721068976029,0.701146258637038,1.81835694839733,0.130795992398661,"Late_Increasing"
"CHCHD2",2,0.908636497786332,0.627175004253031,305,10,0.8251576178336,6,-2.47288728669557,-0.715728059340104,0.754804215986306,1.47053227532641,0.122125172076216,"Early_Low_Late_Increasing"
"CALR",2,0.908531312780443,0.617248377661968,306,17,1.33125502453489,6,-2.00507902977692,-0.571186541258754,1.11596570432269,1.68715224558144,0.135364563962835,"Late_Increasing"
"MDK",2,0.908059460485011,0.636397830367331,307,11,0.915721811024995,5,-1.60440851563654,-0.842982412440066,0.723557013641036,1.5665394260811,0.120742382725192,"Early_Low_Late_Increasing"
"POLR1D",2,0.905671574897419,0.631128905156956,308,15,1.04761272757232,6,-1.96796518088484,-0.88339089649543,0.467839643747193,1.35123054024262,0.122398213810013,"Late_Increasing"
"SF3B2",2,0.905586908834573,0.630131992341398,309,20,1.07001030555454,5,-1.8961710712286,-0.877218238668235,0.924605314858918,1.80182355352715,0.13164152168027,"Late_Increasing"
"SIX1",2,0.90465531548657,0.652022654268934,310,14,1.27107884681488,3,-1.4003916238282,-1.29689674045037,0.792814831501337,2.08971157195171,0.149305988467052,"Late_Increasing"
"CCNH",2,0.904249243629823,0.640216688948871,311,20,1.90209005682215,7,-1.70066815514957,-0.966035346178587,1.32834512551582,2.29438047169441,0.141979688053127,"Late_Increasing"
"UNC50",2,0.90323061292992,0.608437580249015,312,19,1.96356954133829,6,-1.52042703748134,-0.559773351340662,1.51639387372898,2.07616722506965,0.140420614438629,"Late_Increasing"
"RASIP1",2,0.903011874196869,0.648937847636884,313,19,1.78121113923119,4,-1.42991798658601,-1.22464455120504,1.20531068135544,2.42995523256047,0.149927405954908,"Late_Increasing"
"SMCO4",2,0.902343799483508,0.641399848769903,314,16,1.46223834610428,6,-1.62220131796753,-1.10078429225007,0.450340070868726,1.5511243631188,0.128605649634666,"Late_Increasing"
"MYDGF",2,0.901958771210654,0.608077918154808,315,17,1.66182569712575,6,-1.94961676436773,-0.526272786377655,1.11344710353304,1.6397198899107,0.125060089239868,"Late_Increasing"
"KIT",2,0.90094394713406,0.626885358591674,316,20,1.77454722629484,6,-1.47536946757802,-1.00290193284293,1.37088231359368,2.37378424643661,0.150248498121852,"Late_Increasing"
"PRDX1",2,0.900742811333295,0.649036415709463,317,10,1.13338371922632,6,-2.07782134451302,-1.18975281068726,0.814294171894758,2.00404698258202,0.130081920660638,"Early_Low_Late_Increasing"
"HSBP1",2,0.90016406449719,0.608090463189509,318,20,1.28013339428635,6,-2.07073603152936,-0.584963952239284,1.07768536216419,1.66264931440348,0.116024187546082,"Late_Increasing"
"TFPT",2,0.899442967424761,0.64377303511573,319,11,1.10385719248927,8,-1.4282087065012,-1.19850238319993,0.546048898884977,1.74455128208491,0.129834283904362,"Overall_Increasing"
"CCND1",2,0.899396299042382,0.639712434701279,320,19,1.48774336639532,5,-1.35395819785916,-1.02302691511692,0.627345149254829,1.65037206437175,0.116102283566389,"Late_Increasing"
"TTYH1",2,0.899183832408535,0.657644238189721,321,13,1.04507979201563,1,-1.5858989206985,-1.45247223131312,0.671696766073316,2.12416899738643,0.140637611100376,"Early_Low_Late_Increasing"
"MALL",2,0.89871352721185,0.645762121119431,322,19,1.75371492316207,3,-1.36983535626935,-1.18762938342592,1.42741084484511,2.61504022827103,0.148620348995297,"Late_Increasing"
"TUBA1B",2,0.898255976636114,0.650720609658288,323,20,1.45626485221641,1,-1.50145310029289,-1.22323333699995,0.817232693187388,2.04046603018733,0.136087625909277,"Late_Increasing"
"FABP5",2,0.898142089053868,0.637999915771281,324,19,1.733410999178,6,-1.40693415022151,-1.08759844889691,1.12785796473897,2.21545641363588,0.131065174876209,"Late_Increasing"
"KRT6B",2,0.897528507402114,0.639710744951478,325,20,1.54772193086011,6,-1.72811311967354,-1.11090830169294,0.879596369597832,1.99050467129077,0.132612246972469,"Late_Increasing"
"NPW",2,0.897224129557066,0.626944746664497,326,19,1.94753472681053,6,-1.17415690503395,-0.950665246853909,1.59279980011384,2.54346504696775,0.14958579857468,"Late_Increasing"
"SEC11C",2,0.897040910833232,0.621300734417604,327,19,1.85762527827607,5,-1.57125514445694,-0.800074264076623,1.53039025089781,2.33046451497443,0.140020570842042,"Late_Increasing"
"PSMG1",2,0.896202333330313,0.619647384394621,328,19,1.97873605551299,6,-1.51131147933606,-0.84533364988581,1.27082203113175,2.11615568101756,0.13130076060913,"Late_Increasing"
"TTC3",2,0.895999451722012,0.638684105503581,329,17,1.50206993585822,5,-1.63479995450932,-1.1409418221297,1.07572060068828,2.21666242281798,0.144530010539188,"Late_Increasing"
"MBOAT7",2,0.895741941726786,0.636824305829379,330,16,1.17812013778018,6,-1.80165294750569,-1.13030468740786,0.708480373619887,1.83878506102775,0.133593425685156,"Late_Increasing"
"NOTCH3",2,0.895512283335042,0.63587753242874,331,17,1.39129819516677,8,-1.63474043669646,-1.14498180597124,1.01253742160848,2.15751922757972,0.145975291766622,"Late_Increasing"
"EIF3L",2,0.894732680405435,0.593042964686257,332,18,1.06893883616343,6,-2.49869714344091,-0.541058675232902,0.996300989332707,1.53735966456561,0.123939425864363,"Late_Increasing"
"TMED10",2,0.894578825817749,0.602057750708354,333,20,1.79022698039099,6,-1.7847717552135,-0.521921835233863,1.44267950119983,1.96460133643369,0.134176712637033,"Late_Increasing"
"CRABP2",2,0.893975659759527,0.657286202772105,334,10,0.987414707861512,4,-1.69466391929743,-1.40053662063326,0.697509568966812,2.09804618960007,0.134435029135782,"Early_Low_Late_Increasing"
"PRPF40A",2,0.893935116576398,0.650987738931001,335,19,1.40157242323709,5,-1.92198697481313,-1.28621222989517,1.01033815414107,2.29655038403623,0.143983664303811,"Late_Increasing"
"LMAN1",2,0.893758903583284,0.625576467690642,336,17,1.60061768196275,8,-1.62444750163922,-0.955871463970375,1.36180636645267,2.31767783042305,0.151962452917737,"Late_Increasing"
"RPS7",2,0.893469166989237,0.640676342181506,337,12,0.916093988306701,6,-1.96582027455517,-1.14966609892964,0.60960798242916,1.7592740813588,0.126501219264502,"Early_Low_Late_Increasing"
"MYC",2,0.893374845009194,0.607039243991164,338,19,1.70103253206895,6,-1.71849972532867,-0.804612661021406,0.880104777684486,1.68471743870589,0.129986486077283,"Late_Increasing"
"POLR2F",2,0.892990813956942,0.609342939446241,339,19,1.83113905215975,8,-1.68341634460913,-0.812016770783125,1.17903535387358,1.9910521246567,0.12523830088833,"Late_Increasing"
"COMMD6",2,0.891666701848441,0.598642951322056,340,12,0.961983375623629,6,-2.76993284656574,-0.562993706836826,0.766607175631678,1.3296008824685,0.1133947755873,"Early_Low_Late_Increasing"
"S100A1",2,0.890891528287166,0.618233300094893,341,18,1.59070491026587,1,-1.63236972894837,-0.961855670338019,1.3436439258543,2.30549959619232,0.148866127672375,"Late_Increasing"
"TMED2",2,0.890861256043937,0.594061084255157,342,17,1.73222471035605,6,-2.45509132085029,-0.480554658310256,1.22692244278265,1.7074771010929,0.124928853061791,"Late_Increasing"
"PCBP2",2,0.889684211222565,0.608150813572609,343,20,1.2632014125495,5,-2.1632773712531,-0.703477741231026,0.940579570816878,1.6440573120479,0.124435860219385,"Late_Increasing"
"CNPY2",2,0.88955992995144,0.643914760131744,344,19,1.26310921066485,3,-1.62753661220977,-1.30935596285454,1.08152361932362,2.39087958217816,0.147992869231818,"Late_Increasing"
"FYTTD1",2,0.889473102799893,0.603701979800121,345,17,1.81794775544743,6,-1.77530086047262,-0.703069262868362,1.52835058227934,2.2314198451477,0.13709401617512,"Late_Increasing"
"RBM42",2,0.888449125809358,0.649742142558803,346,20,1.50895239505181,5,-1.67617724804418,-1.33990593662358,0.874607276405696,2.21451321302928,0.137566702814251,"Late_Increasing"
"RPS25",2,0.88744948866123,0.619334014676012,347,9,0.890829858522925,6,-2.43584631281244,-0.868671276710016,0.671122429978497,1.53979370668851,0.120463778606836,"Early_Low_Late_Increasing"
"KRT16",2,0.887237446392072,0.61213671888035,348,19,2.06600381667858,6,-1.5281066378976,-0.877467692298022,1.41536572666274,2.29283341896076,0.137872719566607,"Late_Increasing"
"CYB5A",2,0.887207123866034,0.618543907195927,349,17,1.5464722080803,5,-1.68564907603407,-0.83982887131514,1.39343586916691,2.23326474048205,0.131863214479593,"Late_Increasing"
"MRPL47",2,0.886800158969088,0.649237489659382,350,20,1.17961430723952,3,-1.63432165217597,-1.34645920265196,0.781462646753351,2.12792184940531,0.132677117211346,"Late_Increasing"
"DDX39A",2,0.886675064697268,0.640573693947734,351,20,1.39057074267693,3,-1.45932713713472,-1.29345019909195,0.896958231707731,2.19040843079968,0.145184935113618,"Late_Increasing"
"ARL6IP5",2,0.886195766064545,0.589906699516274,352,19,1.16701408012241,6,-1.90794169967055,-0.512732845535573,0.94497414136983,1.4577069869054,0.114872612201747,"Late_Increasing"
"TUBA1C",2,0.885974624491323,0.617244897624977,353,20,1.76977848879418,7,-1.64737243898899,-0.880901714893656,1.09351404987533,1.97441576476899,0.135426229508356,"Late_Increasing"
"RBX1",2,0.885807621761209,0.604657599594532,354,20,1.68639032416999,7,-1.9129655483892,-0.732009424776265,1.41629195514258,2.14830137991885,0.136268531716393,"Late_Increasing"
"CLDN7",2,0.885797274163303,0.619103818931392,355,11,1.23965546032448,5,-2.02291120480935,-0.827468916587461,0.722387484739421,1.54985640132688,0.119656029762533,"Early_Low_Late_Increasing"
"VIM",2,0.885614249180218,0.615460453879931,356,17,1.31643909363552,6,-2.23159066860942,-1.00989428055779,0.996732151168443,2.00662643172623,0.144805407590397,"Late_Increasing"
"TRMT10C",2,0.885563196572387,0.619874334891221,357,19,1.19836399648261,6,-1.77344887334088,-1.04627765982448,0.629996316641619,1.6762739764661,0.123371946664494,"Late_Increasing"
"ANKRD35",2,0.885384077033719,0.609156912016813,358,19,1.8629010490707,6,-1.38027553900668,-0.869587470809028,1.48545816715154,2.35504563796057,0.147589311905374,"Late_Increasing"
"HEXIM1",2,0.885182484330957,0.621198043880044,359,19,1.21572686893993,5,-2.09901516695143,-1.01942881633563,1.03603940632328,2.05546822265891,0.145349324025271,"Late_Increasing"
"CDKN2A",2,0.884140058360031,0.648710471247073,360,10,1.18800034812543,2,-1.60714820614072,-1.37943705613528,0.60043186696908,1.97986892310436,0.131802972176066,"Early_Low_Late_Increasing"
"CAPG",2,0.883702180862829,0.587762214706077,361,19,1.44638360622193,6,-2.20882893378104,-0.482091197716457,1.10274149039307,1.58483268810952,0.116311394071137,"Late_Increasing"
"ANAPC16",2,0.883070673938133,0.577511059516202,362,19,1.63450524063673,6,-2.40584398585251,-0.458235864168635,1.23697045613056,1.6952063202992,0.114624826172238,"Late_Increasing"
"COX5B",2,0.88237432606553,0.580925547421055,363,20,1.43256761212905,6,-2.73255242733299,-0.470081518450592,1.05989533170669,1.52997685015729,0.117331542836315,"Late_Increasing"
"S100P",2,0.880633021319492,0.610963220333908,364,20,1.51209979677944,6,-1.66366911549389,-1.00395605294003,1.17488419951596,2.17884025245599,0.144311870112507,"Late_Increasing"
"NACA",2,0.880578704744006,0.606435398696951,365,14,0.923914367861809,6,-2.45229052701117,-0.868633709649972,0.666019484647266,1.53465319429724,0.119731419158749,"Late_Increasing"
"MLEC",2,0.880381363360733,0.595486179207629,366,17,1.56771531283184,5,-1.72650951840477,-0.558442344680326,1.38170569093013,1.94014803561046,0.12896242286462,"Late_Increasing"
"UQCRH",2,0.880030295588455,0.634234258632747,367,9,0.930415251105425,6,-2.03528582651805,-1.28770941374031,0.650411558968795,1.93812097270911,0.133571454781666,"Early_Low_Late_Increasing"
"SEC63",2,0.879950489260099,0.630806615658278,368,19,1.49228488009067,5,-1.93031296164937,-1.13471064102995,1.37626529954723,2.51097594057718,0.153785965585593,"Late_Increasing"
"HIGD2A",2,0.879439482205261,0.621080995370207,369,13,1.16771536928943,7,-1.60935516237999,-0.978800798756685,0.398050648309506,1.37685144706619,0.116851953926106,"Overall_Increasing"
"FAM213A",2,0.879013060229973,0.613507292700879,370,19,1.38781105571382,3,-1.87522491927051,-0.885391956269959,0.988287173868887,1.87367913013885,0.124349102138838,"Late_Increasing"
"NIPSNAP3A",2,0.878922244058571,0.634521225008268,371,20,1.54119150490144,3,-1.42711617904998,-1.2742187505121,0.982319215928133,2.25653796644023,0.13737469773631,"Late_Increasing"
"FAM162A",2,0.878812802096168,0.607699771516044,372,17,1.98415244687398,6,-1.65480847085301,-0.921057355916766,0.946723998797405,1.86778135471417,0.135384653234992,"Late_Increasing"
"FXYD3",2,0.877847268304995,0.614660227642092,373,12,0.871513084515547,5,-1.98250792303402,-0.850714852897668,0.533344010660079,1.38405886355775,0.115417694101538,"Early_Low_Late_Increasing"
"HNRNPA1",2,0.877622022783645,0.597183370980212,374,13,1.029771700494,6,-2.24660725942003,-0.720881128468616,0.530977313272642,1.25185844174126,0.108006914614042,"Early_Low_Late_Increasing"
"CCT5",2,0.877179825465513,0.628990028647834,375,19,1.49417326760932,2,-1.47965845982898,-1.2542488043769,0.935405808762044,2.18965461313894,0.133947568466786,"Late_Increasing"
"RPL39L",2,0.876929649003629,0.628836879375329,376,11,1.59087543274153,6,-1.74466900327943,-1.2156008483785,0.455014280905762,1.67061512928426,0.126830874543419,"Early_Low_Late_Increasing"
"DNAJC9",2,0.876581799051094,0.634693804555775,377,20,1.81761451065069,3,-1.43141882603145,-1.32098344367343,0.94107640751716,2.26205985119059,0.141268433528692,"Late_Increasing"
"H3F3A",2,0.876311057111707,0.619701251425331,378,14,0.993827940839949,6,-2.49965266988701,-1.02997759241632,0.551014437490937,1.58099202990725,0.122200809589675,"Late_Increasing"
"SMIM7",2,0.876272124611421,0.604210103654384,379,20,1.35086122196947,3,-1.62955233506327,-0.844054877591107,1.23690196653243,2.08095684412353,0.147882007698874,"Late_Increasing"
"GTPBP4",2,0.876215749311988,0.627512462109286,380,10,1.63197837961639,1,-1.43498326741273,-1.17642580521772,0.820190283056308,1.99661608827402,0.12607154713869,"Early_Low_Late_Increasing"
"MYO10",2,0.87598532342027,0.631438402304438,381,19,1.33984719862401,5,-1.5958147829655,-1.32642305138083,1.12878669318512,2.45520974456595,0.145803804293014,"Late_Increasing"
"APLP2",2,0.875596866082798,0.605798625946684,382,20,1.33560543850446,5,-2.5742780506246,-0.768077227561323,1.0955846364123,1.86366186397362,0.129476936701182,"Late_Increasing"
"CCSER2",2,0.874886275303724,0.613509546517085,383,19,1.26580392568601,8,-1.64717027909224,-1.0797364907074,1.1195270211595,2.1992635118669,0.148236620680679,"Late_Increasing"
"DCUN1D5",2,0.874444155885641,0.625953364075001,384,19,1.36169321564888,7,-1.58700351996197,-1.16329541258615,0.876565614658256,2.0398610272444,0.130206560497033,"Late_Increasing"
"PAM",2,0.873902617706374,0.617164516498096,385,20,1.48177080998443,5,-1.58425388185136,-1.09991403280525,1.40936781086716,2.50928184367241,0.153716944847961,"Late_Increasing"
"MFSD1",2,0.871844376984408,0.609410316477877,386,19,1.66970214766564,6,-1.86492481251287,-0.990359961656981,1.38819574843646,2.37855571009344,0.146577884501211,"Late_Increasing"
"LURAP1L",2,0.870893264334443,0.620126448209222,387,19,1.02999150149594,7,-1.78143809361876,-1.07802574958217,0.841103134135756,1.91912888371793,0.131885108862466,"Late_Increasing"
"ERLEC1",2,0.86983280634635,0.590596609006904,388,17,1.74769485238762,6,-1.9809253742872,-0.71283992592417,1.28608954575905,1.99892947168322,0.134260507894237,"Late_Increasing"
"RPL23A",2,0.866739327563123,0.601158083928384,389,14,0.893554062763186,6,-2.51941932938836,-0.894591648736672,0.556031595244902,1.45062324398157,0.114248061714602,"Late_Increasing"
"ASPG",2,0.865222125636421,0.623817492678889,390,19,2.08564669923109,5,-1.36390327835999,-1.32526259635739,1.0099635815386,2.33522617789599,0.138861914947015,"Late_Increasing"
