"Database","Temporal_Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Reactome","2","R-HSA-6807878","COPI-mediated anterograde transport","9/373","97/10039",0.0098385521888642,0.0368457037271702,0.0241762958980455,"RAB1A/ARF4/FOLR1/TUBA1B/TUBA1C/TMED2/TMED10/COPE/KDELR1",9
"Reactome","2","R-HSA-390471","Association of TriC/CCT with target proteins during biosynthesis","5/373","36/10039",0.010065951166765,0.0374493117421423,0.0245723530906141,"CCT4/CCT5/TCP1/CCT2/CCT8",5
"Reactome","2","R-HSA-6806003","Regulation of TP53 Expression and Degradation","5/373","36/10039",0.010065951166765,0.0374493117421423,0.0245723530906141,"RPS27A/CDKN2A/UBB/UBA52/PPP2R1A",5
"Reactome","2","R-HSA-381070","IRE1alpha activates chaperones","6/373","50/10039",0.0100992119217197,0.0374498645359509,0.0245727158060825,"PDIA6/SERP1/DNAJB11/SSR1/YIF1A/MYDGF",6
"Reactome","2","R-HSA-73894","DNA Repair","19/373","286/10039",0.0102849582009137,0.0380140121739653,0.0249428810858072,"PARP1/RPS27A/POLE4/SUMO1/ACTL6A/POLR2H/RFC4/CCNH/RAD23B/PPP4C/UBB/PCNA/RAD23A/BABAM1/UBA52/TFPT/POLR2F/RBX1/SUMO3",19
"Reactome","2","R-HSA-3322077","Glycogen synthesis","3/373","13/10039",0.0110230655563281,0.0400626404052776,0.0262870877990793,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-9013973","TICAM1-dependent activation of IRF3/IRF7","3/373","13/10039",0.0110230655563281,0.0400626404052776,0.0262870877990793,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-9637687","Suppression of phagosomal maturation","3/373","13/10039",0.0110230655563281,0.0400626404052776,0.0262870877990793,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-975110","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling","3/373","13/10039",0.0110230655563281,0.0400626404052776,0.0262870877990793,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-110373","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","4/373","24/10039",0.0110517628704214,0.0400626404052776,0.0262870877990793,"PARP1/POLE4/RFC4/PCNA",4
"Reactome","2","R-HSA-174048","APC/C:Cdc20 mediated degradation of Cyclin B","4/373","24/10039",0.0110517628704214,0.0400626404052776,0.0262870877990793,"RPS27A/ANAPC16/UBB/UBA52",4
"Reactome","2","R-HSA-8951664","Neddylation","16/373","229/10039",0.0114056303796514,0.0412133161641717,0.0270421033047057,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/DCUN1D5/COMMD3/COMMD6/UCHL3/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",16
"Reactome","2","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","6/373","52/10039",0.0121642037466861,0.0438143771894966,0.0287487886068175,"RPS27A/CDKN2A/ANAPC16/CDK4/UBB/UBA52",6
"Reactome","2","R-HSA-9609507","Protein localization","12/373","155/10039",0.0127568146707119,0.045611491859872,0.0299279647831074,"RPS27A/MTX2/SERP1/DNAJC19/CHCHD2/CYC1/SEC61B/ATP5F1B/UBB/CYB5A/UBA52/ECH1",12
"Reactome","2","R-HSA-901042","Calnexin/calreticulin cycle","4/373","25/10039",0.0127796125361872,0.045611491859872,0.0299279647831074,"RPS27A/UBB/CALR/UBA52",4
"Reactome","2","R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance","7/373","68/10039",0.0127841228289827,0.045611491859872,0.0299279647831074,"RPS27A/AP2M1/UBB/PLTP/UBA52/LSR/NR1H2",7
"Reactome","2","R-HSA-162594","Early Phase of HIV Life Cycle","3/373","14/10039",0.0136487048577231,0.0476440901052001,0.0312616534265588,"CXCR4/HMGA1/PSIP1",3
"Reactome","2","R-HSA-174490","Membrane binding and targetting of GAG proteins","3/373","14/10039",0.0136487048577231,0.0476440901052001,0.0312616534265588,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-174495","Synthesis And Processing Of GAG, GAGPOL Polyproteins","3/373","14/10039",0.0136487048577231,0.0476440901052001,0.0312616534265588,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-3229121","Glycogen storage diseases","3/373","14/10039",0.0136487048577231,0.0476440901052001,0.0312616534265588,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-937039","IRAK1 recruits IKK complex","3/373","14/10039",0.0136487048577231,0.0476440901052001,0.0312616534265588,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-975144","IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation","3/373","14/10039",0.0136487048577231,0.0476440901052001,0.0312616534265588,"RPS27A/UBB/UBA52",3
"Reactome","2","R-HSA-9956593","Enterobacterial factors antagonize host defense","3/373","14/10039",0.0136487048577231,0.0476440901052001,0.0312616534265588,"RPS27A/UBB/UBA52",3
