"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value","gene_id"
"OK",0.123633398564144,1.15701361675207,-0.000102285102285088,"WT1",0.172792506983,"WT1"
"OK",0.128524337457868,1.13339437572492,-0.000103228534842692,"FMN2",0.179141572011386,"FMN2"
"OK",0.148943743494508,1.04097427641663,-0.000106920106920086,"AC007496.2",0.205534981646651,"AC007496.2"
"OK",0.148943743494508,1.04097427641663,-0.000106920106920086,"C22orf34",0.205534981646651,"C22orf34"
"OK",0.148943743494508,1.04097427641663,-0.000106920106920086,"CR392000.2",0.205534981646651,"CR392000.2"
"OK",0.148943743494508,1.04097427641663,-0.000106920106920086,"RIMBP3C",0.205534981646651,"RIMBP3C"
"OK",0.148943743494862,1.0409742764151,-0.000106920106920089,"VENTX",0.205534981646651,"VENTX"
"OK",0.148943743494862,1.0409742764151,-0.000106920106920089,"SLC47A1",0.205534981646651,"SLC47A1"
"OK",0.148943743494729,1.04097427641568,-0.000106920106920095,"AC004923.4",0.205534981646651,"AC004923.4"
"OK",0.148943743494579,1.04097427641632,-0.000106920106920099,"LRRN4",0.205534981646651,"LRRN4"
"OK",0.148943743494579,1.04097427641632,-0.000106920106920099,"AC010327.4",0.205534981646651,"AC010327.4"
"OK",0.148943743494579,1.04097427641632,-0.000106920106920099,"AC009163.1",0.205534981646651,"AC009163.1"
"OK",0.148943743494579,1.04097427641632,-0.000106920106920099,"BIRC7",0.205534981646651,"BIRC7"
"OK",0.148943743494923,1.04097427641484,-0.000106920106920099,"AC012508.1",0.205534981646651,"AC012508.1"
"OK",0.148943743494757,1.04097427641556,-0.0001069201069201,"CLEC9A",0.205534981646651,"CLEC9A"
"OK",0.148943743494757,1.04097427641556,-0.0001069201069201,"AC010255.3",0.205534981646651,"AC010255.3"
"OK",0.148943743494591,1.04097427641627,-0.000106920106920101,"LINC02419",0.205534981646651,"LINC02419"
"OK",0.148943743494937,1.04097427641478,-0.000106920106920102,"PLGLB2",0.205534981646651,"PLGLB2"
"OK",0.148943743494465,1.04097427641682,-0.000106920106920108,"AL049548.1",0.205534981646651,"AL049548.1"
"OK",0.148943743494465,1.04097427641682,-0.000106920106920108,"PCYT1B",0.205534981646651,"PCYT1B"
"OK",0.148943743494465,1.04097427641682,-0.000106920106920108,"LINC01666",0.205534981646651,"LINC01666"
"OK",0.148943743494805,1.04097427641535,-0.000106920106920108,"AC096543.1",0.205534981646651,"AC096543.1"
"OK",0.148943743494637,1.04097427641607,-0.000106920106920109,"SULT2A1",0.205534981646651,"SULT2A1"
